id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
21619,Male,38,1,8.0,1,1-2 Year,No,45249.0,7.0,102,0
21620,Female,30,1,41.0,1,< 1 Year,No,20638.0,152.0,106,0
21621,Female,24,1,8.0,1,< 1 Year,No,42102.0,152.0,143,0
21622,Female,22,1,10.0,1,< 1 Year,No,27502.0,152.0,31,0
21623,Male,48,1,16.0,0,1-2 Year,Yes,28274.0,26.0,115,0
21624,Female,28,1,39.0,0,< 1 Year,Yes,32409.0,152.0,78,0
21625,Male,27,1,19.0,1,< 1 Year,No,27443.0,152.0,109,0
21626,Female,39,1,35.0,0,1-2 Year,Yes,32246.0,122.0,85,0
21627,Female,64,1,28.0,1,1-2 Year,No,32805.0,26.0,226,0
21628,Female,77,1,28.0,0,1-2 Year,Yes,31611.0,124.0,162,0
21629,Female,79,1,11.0,1,1-2 Year,No,2630.0,26.0,203,0
21630,Female,23,1,6.0,0,< 1 Year,Yes,21605.0,151.0,22,1
21631,Male,69,1,18.0,0,1-2 Year,Yes,2630.0,156.0,49,0
21632,Male,45,1,4.0,0,1-2 Year,Yes,2630.0,26.0,72,0
21633,Female,27,1,28.0,1,< 1 Year,No,36821.0,152.0,192,0
21634,Male,44,1,28.0,0,> 2 Years,Yes,43818.0,26.0,91,0
21635,Female,35,1,50.0,1,1-2 Year,No,58109.0,124.0,240,0
21636,Female,72,1,7.0,1,1-2 Year,No,2630.0,124.0,18,0
21637,Male,45,1,28.0,0,1-2 Year,Yes,30489.0,26.0,112,0
21638,Male,55,1,33.0,0,1-2 Year,Yes,32100.0,124.0,281,0
21639,Male,23,1,32.0,0,< 1 Year,Yes,30222.0,152.0,266,0
21640,Female,25,1,50.0,1,< 1 Year,No,33362.0,152.0,179,0
21641,Female,25,1,37.0,0,< 1 Year,Yes,2630.0,160.0,148,0
21642,Female,28,1,41.0,0,1-2 Year,Yes,2630.0,156.0,155,0
21643,Female,28,1,11.0,1,< 1 Year,No,27034.0,152.0,154,0
21644,Male,31,1,14.0,1,< 1 Year,No,33829.0,152.0,114,0
21645,Female,26,1,16.0,1,< 1 Year,No,31190.0,152.0,292,0
21646,Male,75,1,28.0,1,1-2 Year,No,33064.0,124.0,88,0
21647,Male,25,1,28.0,1,< 1 Year,No,28189.0,152.0,257,0
21648,Male,46,1,31.0,0,1-2 Year,Yes,2630.0,124.0,229,0
21649,Female,62,1,29.0,0,1-2 Year,Yes,43272.0,26.0,151,0
21650,Male,24,1,47.0,0,< 1 Year,Yes,31561.0,26.0,99,1
21651,Male,29,1,28.0,0,< 1 Year,Yes,95598.0,152.0,86,1
21652,Female,23,1,41.0,1,< 1 Year,No,24539.0,152.0,29,0
21653,Male,49,1,36.0,1,1-2 Year,Yes,2630.0,26.0,277,0
21654,Female,23,1,8.0,1,< 1 Year,No,23669.0,151.0,43,0
21655,Male,35,1,30.0,0,1-2 Year,Yes,23271.0,124.0,297,1
21656,Female,61,1,28.0,0,1-2 Year,Yes,30592.0,26.0,13,1
21657,Female,22,1,13.0,1,< 1 Year,No,24782.0,152.0,20,0
21658,Male,47,1,28.0,0,1-2 Year,No,43303.0,124.0,262,0
21659,Male,47,1,7.0,1,1-2 Year,No,2630.0,124.0,204,0
21660,Male,43,1,28.0,0,> 2 Years,Yes,46237.0,26.0,132,0
21661,Female,56,1,45.0,1,1-2 Year,No,23201.0,26.0,45,0
21662,Male,43,1,28.0,1,1-2 Year,No,32174.0,23.0,219,0
21663,Female,37,1,28.0,1,1-2 Year,Yes,34814.0,154.0,152,0
21664,Male,31,1,11.0,1,< 1 Year,No,18560.0,152.0,177,0
21665,Female,22,1,28.0,1,< 1 Year,No,39432.0,152.0,160,0
21666,Male,31,1,3.0,0,< 1 Year,Yes,19847.0,124.0,179,1
21667,Male,24,1,50.0,0,< 1 Year,No,37076.0,152.0,42,0
21668,Male,36,1,31.0,0,1-2 Year,No,2630.0,124.0,122,0
21669,Female,50,1,46.0,0,1-2 Year,Yes,2630.0,124.0,222,0
21670,Male,35,1,8.0,0,1-2 Year,Yes,31849.0,124.0,16,1
21671,Female,25,1,12.0,1,< 1 Year,No,30772.0,152.0,228,0
21672,Female,20,1,32.0,0,< 1 Year,Yes,32944.0,160.0,238,0
21673,Male,22,1,46.0,1,< 1 Year,No,25695.0,152.0,123,0
21674,Female,30,1,46.0,0,1-2 Year,Yes,2630.0,124.0,127,0
21675,Female,67,1,28.0,0,1-2 Year,Yes,34516.0,26.0,51,1
21676,Male,51,1,6.0,0,1-2 Year,Yes,40112.0,26.0,262,0
21677,Female,50,1,28.0,0,1-2 Year,Yes,36758.0,125.0,214,0
21678,Female,70,1,28.0,0,1-2 Year,Yes,28060.0,26.0,41,0
21679,Male,30,1,28.0,0,1-2 Year,Yes,39112.0,122.0,248,0
21680,Female,29,1,50.0,0,< 1 Year,Yes,2630.0,160.0,132,0
21681,Female,21,1,12.0,1,< 1 Year,No,25914.0,152.0,74,0
21682,Female,66,1,28.0,0,> 2 Years,Yes,53495.0,122.0,140,0
21683,Female,46,1,30.0,0,1-2 Year,Yes,33726.0,157.0,76,0
21684,Male,26,1,15.0,1,< 1 Year,No,40070.0,152.0,53,0
21685,Male,24,1,10.0,1,< 1 Year,No,26390.0,152.0,131,0
21686,Female,23,1,30.0,1,< 1 Year,No,28078.0,152.0,292,0
21687,Female,40,1,28.0,0,1-2 Year,Yes,44696.0,26.0,212,1
21688,Male,49,1,15.0,0,1-2 Year,Yes,31118.0,26.0,76,1
21689,Male,51,1,30.0,1,1-2 Year,No,41036.0,124.0,25,0
21690,Female,42,1,33.0,0,1-2 Year,Yes,2630.0,156.0,23,0
21691,Male,21,1,35.0,1,< 1 Year,No,79532.0,152.0,78,0
21692,Female,62,1,45.0,1,1-2 Year,No,30931.0,26.0,32,0
21693,Female,23,1,11.0,0,< 1 Year,No,29836.0,152.0,160,0
21694,Male,62,1,47.0,0,1-2 Year,Yes,39984.0,26.0,76,0
21695,Male,23,1,19.0,0,< 1 Year,Yes,2630.0,152.0,88,0
21696,Female,22,1,3.0,1,< 1 Year,No,37412.0,152.0,269,0
21697,Female,22,1,8.0,0,< 1 Year,No,2630.0,152.0,155,0
21698,Male,22,1,39.0,1,< 1 Year,No,27579.0,152.0,154,0
21699,Male,61,1,28.0,1,1-2 Year,No,52543.0,163.0,260,0
21700,Female,22,1,46.0,1,< 1 Year,No,20801.0,152.0,237,0
21701,Female,74,1,33.0,1,1-2 Year,No,34133.0,121.0,199,0
21702,Female,30,1,28.0,1,< 1 Year,No,35720.0,152.0,49,0
21703,Female,47,1,39.0,0,1-2 Year,Yes,2630.0,156.0,282,1
21704,Female,56,1,28.0,0,1-2 Year,Yes,31726.0,26.0,83,0
21705,Male,22,1,30.0,1,< 1 Year,No,23899.0,152.0,288,0
21706,Male,49,1,28.0,0,1-2 Year,Yes,40588.0,124.0,198,0
21707,Male,24,1,16.0,1,< 1 Year,No,33198.0,152.0,13,0
21708,Female,22,1,15.0,0,< 1 Year,Yes,31158.0,152.0,107,0
21709,Female,29,1,28.0,0,1-2 Year,Yes,29456.0,122.0,195,0
21710,Male,37,1,6.0,0,1-2 Year,Yes,22958.0,152.0,107,0
21711,Male,32,1,13.0,0,< 1 Year,Yes,34181.0,160.0,83,0
21712,Female,77,1,28.0,1,1-2 Year,No,30473.0,124.0,253,0
21713,Male,26,1,32.0,1,< 1 Year,No,25393.0,152.0,220,0
21714,Male,74,1,28.0,1,1-2 Year,No,39780.0,26.0,257,0
21715,Male,46,1,46.0,0,1-2 Year,Yes,22255.0,29.0,267,1
21716,Female,65,1,28.0,0,1-2 Year,Yes,42190.0,26.0,106,0
21717,Male,44,1,15.0,0,1-2 Year,Yes,2630.0,26.0,10,0
21718,Male,71,1,28.0,1,1-2 Year,No,42501.0,24.0,127,0
21719,Female,21,1,15.0,1,< 1 Year,No,57029.0,160.0,185,0
21720,Female,35,1,28.0,1,1-2 Year,No,43003.0,124.0,203,0
21721,Male,43,1,8.0,0,1-2 Year,Yes,44504.0,7.0,107,1
21722,Male,63,1,28.0,1,1-2 Year,No,80362.0,122.0,228,0
21723,Male,25,1,13.0,0,< 1 Year,Yes,43830.0,152.0,172,0
21724,Male,22,1,37.0,1,< 1 Year,No,38846.0,152.0,219,0
21725,Male,42,1,28.0,0,> 2 Years,Yes,33488.0,26.0,224,1
21726,Female,22,1,6.0,1,< 1 Year,No,33534.0,160.0,118,0
21727,Female,24,1,46.0,1,< 1 Year,No,37627.0,152.0,240,0
21728,Female,24,1,29.0,1,< 1 Year,No,32589.0,152.0,225,0
21729,Female,38,1,8.0,1,1-2 Year,No,20591.0,124.0,234,0
21730,Male,55,1,28.0,0,1-2 Year,Yes,43412.0,36.0,227,0
21731,Male,46,1,47.0,1,1-2 Year,No,37970.0,113.0,119,0
21732,Female,47,1,28.0,0,1-2 Year,Yes,40496.0,124.0,96,0
21733,Male,48,1,28.0,0,1-2 Year,Yes,51211.0,124.0,85,0
21734,Male,30,1,3.0,0,< 1 Year,Yes,24411.0,124.0,241,1
21735,Male,26,1,6.0,1,< 1 Year,No,27036.0,152.0,109,0
21736,Male,55,1,0.0,0,1-2 Year,Yes,2630.0,124.0,11,1
21737,Female,24,1,41.0,1,< 1 Year,No,40759.0,152.0,90,0
21738,Male,22,1,37.0,0,< 1 Year,Yes,39538.0,152.0,90,0
21739,Male,44,1,36.0,0,1-2 Year,Yes,26578.0,124.0,46,0
21740,Male,44,1,28.0,1,1-2 Year,No,41114.0,124.0,68,0
21741,Male,21,1,30.0,1,< 1 Year,No,25618.0,152.0,61,0
21742,Female,22,1,35.0,0,< 1 Year,Yes,2630.0,152.0,53,0
21743,Female,28,1,11.0,1,< 1 Year,No,28324.0,152.0,243,0
21744,Female,23,1,49.0,0,< 1 Year,Yes,39341.0,152.0,171,0
21745,Male,20,1,8.0,0,< 1 Year,Yes,2630.0,160.0,282,0
21746,Male,38,1,8.0,0,1-2 Year,Yes,34426.0,124.0,191,0
21747,Female,25,1,13.0,1,< 1 Year,No,40443.0,152.0,265,0
21748,Male,54,1,28.0,0,> 2 Years,Yes,40421.0,124.0,36,0
21749,Female,51,1,41.0,0,1-2 Year,Yes,30496.0,152.0,173,0
21750,Female,28,1,50.0,1,< 1 Year,No,32402.0,152.0,166,0
21751,Male,27,1,28.0,0,< 1 Year,Yes,94647.0,124.0,267,0
21752,Female,26,1,28.0,0,< 1 Year,Yes,37979.0,152.0,162,0
21753,Male,38,1,29.0,0,1-2 Year,Yes,2630.0,154.0,22,0
21754,Male,26,1,50.0,1,< 1 Year,No,40986.0,152.0,62,0
21755,Female,37,1,28.0,0,1-2 Year,Yes,28516.0,154.0,227,0
21756,Male,65,1,8.0,1,1-2 Year,No,75525.0,26.0,60,0
21757,Female,25,1,15.0,0,< 1 Year,No,40405.0,160.0,105,0
21758,Female,24,1,46.0,0,< 1 Year,Yes,21722.0,152.0,68,0
21759,Male,28,1,28.0,1,< 1 Year,No,33120.0,152.0,296,0
21760,Male,27,1,28.0,1,< 1 Year,No,37267.0,152.0,142,0
21761,Male,21,1,13.0,0,< 1 Year,Yes,26248.0,152.0,30,1
21762,Female,23,1,28.0,0,1-2 Year,Yes,36797.0,26.0,281,0
21763,Female,26,1,41.0,1,< 1 Year,No,2630.0,152.0,253,0
21764,Male,35,1,30.0,0,1-2 Year,Yes,24883.0,26.0,288,0
21765,Female,67,1,46.0,0,1-2 Year,Yes,30584.0,124.0,121,0
21766,Female,53,1,25.0,0,1-2 Year,No,32337.0,26.0,144,0
21767,Female,37,1,2.0,1,1-2 Year,No,2630.0,152.0,109,0
21768,Male,58,1,28.0,0,> 2 Years,Yes,2630.0,26.0,80,0
21769,Female,46,1,28.0,0,1-2 Year,Yes,53145.0,26.0,258,1
21770,Female,38,1,28.0,1,1-2 Year,No,2630.0,156.0,85,0
21771,Female,28,1,28.0,0,< 1 Year,Yes,33950.0,124.0,49,1
21772,Female,26,1,11.0,1,< 1 Year,No,35415.0,152.0,108,0
21773,Female,24,1,8.0,1,< 1 Year,No,31828.0,152.0,88,0
21774,Male,55,1,8.0,0,1-2 Year,Yes,45649.0,124.0,109,0
21775,Female,31,1,33.0,1,< 1 Year,No,31664.0,152.0,45,0
21776,Male,24,1,8.0,1,< 1 Year,No,46004.0,152.0,177,0
21777,Male,32,1,28.0,0,< 1 Year,Yes,2630.0,124.0,261,0
21778,Female,25,1,36.0,0,< 1 Year,Yes,2630.0,151.0,73,0
21779,Female,40,1,6.0,0,1-2 Year,Yes,15891.0,124.0,57,0
21780,Male,52,1,8.0,1,1-2 Year,No,36573.0,124.0,107,0
21781,Female,60,1,18.0,1,1-2 Year,No,34455.0,124.0,151,0
21782,Male,22,1,50.0,1,< 1 Year,No,49061.0,152.0,87,0
21783,Male,35,1,28.0,0,1-2 Year,Yes,28662.0,26.0,27,0
21784,Female,24,1,8.0,0,< 1 Year,No,31080.0,152.0,207,0
21785,Male,59,1,8.0,1,1-2 Year,No,2630.0,25.0,42,0
21786,Male,69,1,28.0,0,1-2 Year,Yes,64191.0,26.0,50,0
21787,Male,38,1,28.0,0,1-2 Year,No,36731.0,124.0,216,0
21788,Female,30,1,28.0,0,1-2 Year,No,46237.0,124.0,291,0
21789,Male,66,1,28.0,0,1-2 Year,Yes,42622.0,26.0,55,0
21790,Male,26,1,28.0,1,< 1 Year,No,38630.0,152.0,65,0
21791,Female,33,1,29.0,1,< 1 Year,No,28349.0,152.0,242,0
21792,Male,44,1,28.0,1,1-2 Year,No,36697.0,26.0,136,0
21793,Male,53,1,14.0,0,1-2 Year,Yes,2630.0,157.0,156,0
21794,Male,48,1,23.0,1,1-2 Year,No,29086.0,26.0,94,0
21795,Male,38,1,46.0,0,1-2 Year,Yes,26728.0,124.0,25,0
21796,Male,44,1,8.0,1,1-2 Year,No,27164.0,26.0,130,0
21797,Male,50,1,28.0,0,1-2 Year,Yes,39438.0,124.0,70,1
21798,Male,52,1,48.0,0,> 2 Years,Yes,2630.0,157.0,78,0
21799,Male,61,0,8.0,0,> 2 Years,Yes,44360.0,124.0,158,0
21800,Female,42,1,30.0,0,1-2 Year,Yes,23834.0,124.0,86,1
21801,Male,57,1,33.0,0,> 2 Years,Yes,2630.0,124.0,133,0
21802,Male,25,1,8.0,1,< 1 Year,No,35148.0,152.0,88,0
21803,Male,26,1,8.0,1,< 1 Year,No,39440.0,151.0,288,0
21804,Male,22,1,7.0,1,< 1 Year,No,49157.0,160.0,11,0
21805,Female,58,1,28.0,1,1-2 Year,No,48276.0,122.0,66,0
21806,Male,74,1,28.0,1,1-2 Year,No,46284.0,26.0,177,0
21807,Female,34,1,41.0,0,1-2 Year,Yes,2630.0,26.0,59,0
21808,Male,25,1,33.0,1,< 1 Year,No,32733.0,152.0,162,0
21809,Male,26,1,28.0,1,< 1 Year,No,39976.0,152.0,92,0
21810,Male,28,1,6.0,0,< 1 Year,Yes,28048.0,152.0,174,0
21811,Male,47,1,28.0,0,1-2 Year,Yes,37325.0,124.0,233,0
21812,Female,27,1,28.0,1,< 1 Year,No,23347.0,152.0,97,0
21813,Male,37,1,27.0,0,1-2 Year,Yes,31469.0,124.0,52,1
21814,Female,26,1,47.0,0,< 1 Year,No,35803.0,152.0,29,0
21815,Female,26,1,28.0,0,< 1 Year,Yes,34857.0,152.0,11,0
21816,Male,23,1,6.0,0,< 1 Year,Yes,24167.0,152.0,149,0
21817,Female,67,1,28.0,0,1-2 Year,Yes,39282.0,122.0,74,0
21818,Female,44,1,46.0,0,1-2 Year,Yes,29368.0,91.0,90,0
21819,Female,25,1,41.0,1,< 1 Year,No,39937.0,152.0,183,0
21820,Female,28,1,8.0,0,< 1 Year,Yes,45330.0,152.0,236,0
21821,Male,23,1,36.0,1,< 1 Year,No,2630.0,160.0,163,0
21822,Male,62,1,7.0,0,1-2 Year,Yes,2630.0,124.0,19,1
21823,Male,38,1,8.0,1,1-2 Year,No,31759.0,26.0,201,0
21824,Male,37,1,33.0,0,1-2 Year,No,41533.0,124.0,246,0
21825,Female,43,1,35.0,0,1-2 Year,No,30285.0,157.0,181,0
21826,Female,59,1,28.0,1,1-2 Year,Yes,37060.0,26.0,113,0
21827,Female,24,1,41.0,1,< 1 Year,No,43098.0,152.0,118,0
21828,Male,51,1,3.0,0,1-2 Year,Yes,22437.0,26.0,230,1
21829,Female,25,1,46.0,1,< 1 Year,No,2630.0,154.0,285,0
21830,Female,23,1,30.0,1,< 1 Year,No,23727.0,152.0,231,0
21831,Male,22,1,12.0,0,< 1 Year,Yes,31187.0,152.0,222,0
21832,Male,25,1,8.0,1,< 1 Year,No,33836.0,152.0,188,0
21833,Male,24,1,47.0,1,< 1 Year,No,38509.0,152.0,65,0
21834,Female,45,1,41.0,1,1-2 Year,No,2630.0,109.0,204,0
21835,Female,49,1,18.0,1,1-2 Year,No,35192.0,124.0,195,0
21836,Male,46,1,33.0,0,1-2 Year,Yes,44799.0,124.0,46,0
21837,Male,52,1,28.0,0,1-2 Year,Yes,41012.0,3.0,287,1
21838,Male,50,1,28.0,0,1-2 Year,Yes,29758.0,124.0,240,0
21839,Male,53,1,28.0,0,1-2 Year,Yes,28917.0,26.0,291,1
21840,Male,22,1,46.0,1,< 1 Year,No,2630.0,152.0,230,0
21841,Female,47,1,16.0,1,1-2 Year,No,38581.0,152.0,141,0
21842,Male,24,1,41.0,0,< 1 Year,Yes,28244.0,152.0,111,0
21843,Male,28,1,41.0,1,< 1 Year,No,26907.0,152.0,49,0
21844,Female,24,1,30.0,1,< 1 Year,No,32480.0,152.0,77,0
21845,Male,69,1,46.0,1,1-2 Year,No,34184.0,11.0,172,0
21846,Male,56,1,28.0,0,1-2 Year,Yes,35537.0,26.0,87,0
21847,Male,39,1,29.0,0,1-2 Year,No,2630.0,26.0,273,0
21848,Female,24,1,25.0,1,< 1 Year,No,30390.0,152.0,91,0
21849,Female,73,1,28.0,0,> 2 Years,Yes,54709.0,122.0,274,0
21850,Female,50,1,42.0,1,1-2 Year,No,31135.0,26.0,283,0
21851,Female,54,1,8.0,1,1-2 Year,No,2630.0,124.0,36,0
21852,Male,72,1,28.0,1,1-2 Year,No,38877.0,26.0,217,0
21853,Female,63,1,46.0,0,1-2 Year,Yes,32846.0,26.0,86,1
21854,Female,24,1,3.0,0,< 1 Year,No,55414.0,152.0,293,0
21855,Male,25,1,3.0,1,< 1 Year,No,37811.0,152.0,116,0
21856,Female,42,1,1.0,0,1-2 Year,Yes,33770.0,124.0,26,1
21857,Female,49,1,3.0,0,1-2 Year,Yes,21546.0,154.0,77,0
21858,Male,41,1,28.0,0,1-2 Year,Yes,43287.0,26.0,182,0
21859,Female,60,1,28.0,0,1-2 Year,Yes,38012.0,122.0,156,0
21860,Female,23,1,11.0,0,< 1 Year,No,52475.0,152.0,234,0
21861,Female,25,1,25.0,0,< 1 Year,Yes,2630.0,152.0,82,0
21862,Male,54,1,28.0,0,1-2 Year,No,46633.0,26.0,201,0
21863,Female,22,1,29.0,1,1-2 Year,Yes,45290.0,154.0,162,0
21864,Female,28,1,14.0,1,< 1 Year,No,30410.0,152.0,61,0
21865,Male,32,1,47.0,1,< 1 Year,No,46837.0,152.0,65,0
21866,Female,27,1,28.0,1,< 1 Year,No,47195.0,152.0,71,0
21867,Female,23,1,16.0,1,< 1 Year,No,23242.0,152.0,290,0
21868,Female,28,1,50.0,1,< 1 Year,No,29218.0,8.0,154,0
21869,Male,52,1,28.0,1,1-2 Year,No,52123.0,124.0,59,0
21870,Male,43,1,28.0,0,1-2 Year,Yes,52570.0,124.0,267,1
21871,Male,48,1,8.0,0,1-2 Year,Yes,36961.0,124.0,246,0
21872,Female,25,1,28.0,1,< 1 Year,No,46206.0,152.0,17,0
21873,Male,79,1,29.0,1,1-2 Year,No,2630.0,124.0,178,0
21874,Male,22,1,39.0,0,< 1 Year,Yes,2630.0,152.0,90,1
21875,Male,65,1,29.0,1,1-2 Year,No,2630.0,124.0,19,0
21876,Female,52,1,28.0,0,1-2 Year,Yes,40662.0,26.0,99,0
21877,Female,23,1,47.0,1,< 1 Year,No,37086.0,160.0,55,0
21878,Male,47,1,37.0,1,1-2 Year,Yes,2630.0,124.0,51,0
21879,Male,53,1,1.0,0,1-2 Year,Yes,2630.0,124.0,16,1
21880,Male,22,1,28.0,0,1-2 Year,Yes,2630.0,156.0,252,0
21881,Female,25,1,13.0,1,< 1 Year,No,25835.0,152.0,125,0
21882,Male,23,1,29.0,1,< 1 Year,No,30102.0,152.0,71,0
21883,Female,40,1,28.0,0,1-2 Year,Yes,41038.0,26.0,144,0
21884,Female,33,1,28.0,1,1-2 Year,No,37124.0,26.0,76,0
21885,Male,21,1,36.0,0,< 1 Year,Yes,35089.0,152.0,51,1
21886,Male,52,1,28.0,0,> 2 Years,Yes,2630.0,26.0,283,1
21887,Male,84,1,47.0,1,1-2 Year,No,35228.0,124.0,136,0
21888,Male,23,1,28.0,0,< 1 Year,Yes,34796.0,124.0,181,0
21889,Male,27,1,30.0,1,< 1 Year,No,25648.0,152.0,180,0
21890,Male,23,1,41.0,1,< 1 Year,No,45422.0,152.0,66,0
21891,Male,44,1,36.0,0,> 2 Years,Yes,22825.0,124.0,119,0
21892,Male,30,1,28.0,1,< 1 Year,No,39107.0,152.0,15,0
21893,Female,42,1,4.0,0,1-2 Year,Yes,2630.0,26.0,63,0
21894,Male,30,1,37.0,1,1-2 Year,No,2630.0,156.0,27,0
21895,Male,45,1,28.0,0,> 2 Years,Yes,31539.0,42.0,256,0
21896,Female,41,1,33.0,1,1-2 Year,No,37388.0,152.0,63,0
21897,Male,24,1,45.0,1,< 1 Year,No,34546.0,152.0,56,0
21898,Male,25,1,46.0,1,< 1 Year,No,23356.0,152.0,39,0
21899,Male,57,1,41.0,0,1-2 Year,No,34186.0,124.0,63,0
21900,Female,38,1,47.0,0,1-2 Year,Yes,2630.0,124.0,295,0
21901,Male,21,1,46.0,0,< 1 Year,Yes,27579.0,160.0,17,0
21902,Male,47,1,46.0,0,1-2 Year,Yes,2630.0,124.0,95,0
21903,Female,40,1,48.0,0,> 2 Years,Yes,2630.0,26.0,239,0
21904,Male,38,1,28.0,0,1-2 Year,Yes,44843.0,26.0,184,0
21905,Male,60,1,28.0,0,1-2 Year,Yes,41801.0,154.0,127,0
21906,Male,59,1,28.0,1,1-2 Year,No,39222.0,124.0,107,0
21907,Female,27,1,35.0,1,< 1 Year,No,2630.0,152.0,255,0
21908,Female,22,1,22.0,0,< 1 Year,Yes,41632.0,152.0,87,0
21909,Male,57,1,28.0,0,1-2 Year,Yes,52970.0,124.0,105,0
21910,Male,22,1,11.0,1,< 1 Year,No,2630.0,160.0,108,0
21911,Female,25,1,15.0,0,< 1 Year,No,2630.0,1.0,32,0
21912,Male,30,1,46.0,0,1-2 Year,No,37352.0,163.0,179,0
21913,Male,23,1,30.0,1,< 1 Year,No,28431.0,152.0,37,0
21914,Female,24,1,7.0,1,< 1 Year,No,32599.0,152.0,180,0
21915,Female,23,1,14.0,1,< 1 Year,No,29282.0,151.0,32,0
21916,Male,44,1,7.0,0,1-2 Year,Yes,42666.0,124.0,150,0
21917,Male,20,1,29.0,0,< 1 Year,Yes,2630.0,160.0,51,0
21918,Female,34,1,50.0,0,1-2 Year,Yes,2630.0,160.0,160,0
21919,Male,21,1,46.0,0,< 1 Year,Yes,37370.0,160.0,225,0
21920,Male,22,1,46.0,1,< 1 Year,No,53578.0,152.0,219,0
21921,Male,62,1,28.0,1,1-2 Year,Yes,2630.0,26.0,252,0
21922,Male,45,1,47.0,0,1-2 Year,Yes,36812.0,124.0,156,0
21923,Male,45,1,28.0,1,1-2 Year,Yes,31258.0,55.0,200,0
21924,Male,22,1,36.0,0,< 1 Year,Yes,43391.0,160.0,133,0
21925,Female,58,1,28.0,0,1-2 Year,Yes,38937.0,25.0,271,0
21926,Female,45,1,46.0,0,1-2 Year,Yes,30029.0,11.0,192,1
21927,Male,54,1,25.0,1,1-2 Year,No,21263.0,25.0,124,0
21928,Female,25,1,28.0,1,< 1 Year,No,33271.0,152.0,10,0
21929,Female,69,1,28.0,1,1-2 Year,No,63822.0,125.0,162,0
21930,Male,50,1,8.0,1,1-2 Year,No,33727.0,26.0,258,0
21931,Male,50,1,29.0,1,1-2 Year,No,32281.0,26.0,10,0
21932,Female,24,1,41.0,1,< 1 Year,No,26114.0,152.0,73,0
21933,Female,43,1,45.0,1,1-2 Year,No,17968.0,152.0,75,0
21934,Male,42,1,37.0,1,1-2 Year,No,27077.0,128.0,232,0
21935,Male,25,1,8.0,1,< 1 Year,No,52035.0,152.0,64,0
21936,Male,56,1,28.0,0,1-2 Year,Yes,21826.0,122.0,71,1
21937,Male,22,1,15.0,1,< 1 Year,No,44328.0,152.0,186,0
21938,Male,72,1,28.0,0,> 2 Years,Yes,29404.0,122.0,83,0
21939,Female,28,1,8.0,0,< 1 Year,No,41099.0,152.0,206,0
21940,Male,35,1,50.0,0,1-2 Year,Yes,24868.0,124.0,81,0
21941,Male,56,1,28.0,0,1-2 Year,Yes,50448.0,26.0,121,0
21942,Male,40,1,28.0,0,1-2 Year,Yes,56356.0,26.0,282,1
21943,Male,41,1,46.0,1,1-2 Year,No,24808.0,90.0,239,0
21944,Male,44,1,3.0,0,1-2 Year,No,27684.0,124.0,101,0
21945,Female,67,1,8.0,0,> 2 Years,Yes,30297.0,26.0,244,0
21946,Female,21,1,37.0,0,< 1 Year,Yes,26263.0,152.0,216,0
21947,Male,62,1,19.0,1,1-2 Year,No,38462.0,125.0,161,0
21948,Female,22,1,36.0,0,< 1 Year,Yes,35404.0,152.0,67,0
21949,Male,25,1,45.0,1,< 1 Year,No,31687.0,124.0,257,0
21950,Male,54,1,33.0,0,1-2 Year,Yes,27820.0,124.0,279,0
21951,Female,44,1,18.0,0,1-2 Year,No,27202.0,124.0,255,0
21952,Female,31,1,28.0,0,< 1 Year,Yes,47655.0,26.0,32,1
21953,Male,31,1,13.0,1,1-2 Year,No,2630.0,26.0,99,0
21954,Male,57,1,28.0,0,1-2 Year,Yes,29401.0,26.0,282,0
21955,Male,21,1,41.0,0,1-2 Year,Yes,2630.0,156.0,40,0
21956,Male,38,1,36.0,0,1-2 Year,Yes,34628.0,124.0,98,0
21957,Male,24,1,8.0,1,< 1 Year,No,28271.0,152.0,105,0
21958,Male,25,1,28.0,1,< 1 Year,No,82422.0,152.0,31,0
21959,Female,25,1,13.0,1,< 1 Year,No,21240.0,152.0,90,0
21960,Male,67,1,46.0,0,1-2 Year,Yes,38038.0,124.0,299,0
21961,Male,47,1,45.0,0,1-2 Year,Yes,29699.0,26.0,211,0
21962,Male,60,1,21.0,0,1-2 Year,Yes,27522.0,152.0,248,0
21963,Female,25,1,8.0,0,< 1 Year,Yes,37720.0,152.0,101,0
21964,Female,25,1,41.0,1,< 1 Year,No,30177.0,152.0,183,0
21965,Male,45,1,7.0,1,1-2 Year,No,37678.0,16.0,112,0
21966,Female,21,1,35.0,0,< 1 Year,Yes,38828.0,160.0,298,0
21967,Male,52,1,28.0,0,1-2 Year,Yes,31662.0,156.0,23,0
21968,Female,25,1,41.0,1,< 1 Year,No,34660.0,152.0,135,0
21969,Male,47,1,28.0,0,1-2 Year,No,57313.0,26.0,208,0
21970,Female,22,1,8.0,1,< 1 Year,No,37319.0,160.0,85,0
21971,Male,21,1,28.0,0,< 1 Year,Yes,2630.0,156.0,150,0
21972,Male,53,1,46.0,0,1-2 Year,Yes,40200.0,124.0,213,1
21973,Male,48,1,20.0,0,1-2 Year,Yes,2630.0,156.0,46,1
21974,Female,46,1,28.0,0,1-2 Year,Yes,36111.0,124.0,246,0
21975,Male,58,1,12.0,0,< 1 Year,No,2630.0,1.0,288,0
